order_item_id,order_id,product_id,quantity,unit_price
ITEM0006519,ORD008364,PROD0204,2,18.38
ITEM0006520,ORD007555,PROD0234,3,281.19
ITEM0006521,ORD013372,PROD0020,4,321.2
ITEM0006522,ORD006110,PROD0230,2,16.77
ITEM0006523,ORD013308,PROD0034,5,341.91
ITEM0006524,ORD008294,PROD0091,4,289.25
ITEM0006525,ORD000650,PROD0373,4,242.04
ITEM0006526,ORD008465,PROD0438,3,189.04
ITEM0006527,ORD011451,PROD0098,1,468.58
ITEM0006528,ORD004999,PROD0321,1,209.69
ITEM0006529,ORD012283,PROD0335,1,457.3
ITEM0006530,ORD005518,PROD0398,1,124.17
ITEM0006531,ORD014690,PROD0250,2,476.84
ITEM0006532,ORD001656,PROD0299,5,41.93
ITEM0006533,ORD008942,PROD0155,4,193.0
ITEM0006534,ORD001990,PROD0195,5,168.09
ITEM0006535,ORD012193,PROD0123,5,210.12
ITEM0006536,ORD006482,PROD0386,3,296.39
ITEM0006537,ORD012742,PROD0332,3,174.5
ITEM0006538,ORD006418,PROD0123,3,210.12
ITEM0006539,ORD005470,PROD0319,3,24.5
ITEM0006540,ORD006084,PROD0179,1,142.9
ITEM0006541,ORD014233,PROD0226,4,237.78
ITEM0006542,ORD008430,PROD0221,1,139.49
ITEM0006543,ORD007598,PROD0110,5,242.58
ITEM0006544,ORD014574,PROD0471,1,455.87
ITEM0006545,ORD004979,PROD0433,4,30.09
ITEM0006546,ORD007080,PROD0329,4,277.77
ITEM0006547,ORD008634,PROD0271,5,399.63
ITEM0006548,ORD012037,PROD0385,2,359.45
ITEM0006549,ORD001610,PROD0037,5,452.67
ITEM0006550,ORD003629,PROD0359,5,114.9
ITEM0006551,ORD003814,PROD0010,1,338.83
ITEM0006552,ORD001974,PROD0405,3,399.24
ITEM0006553,ORD011860,PROD0291,2,487.41
ITEM0006554,ORD005696,PROD0434,3,441.35
ITEM0006555,ORD011626,PROD0162,5,343.89
ITEM0006556,ORD007885,PROD0233,2,267.29
ITEM0006557,ORD002171,PROD0203,1,14.7
ITEM0006558,ORD004276,PROD0176,5,404.44
ITEM0006559,ORD008682,PROD0438,5,189.04
ITEM0006560,ORD005633,PROD0110,4,242.58
ITEM0006561,ORD005110,PROD0068,1,379.12
ITEM0006562,ORD010974,PROD0330,1,177.43
ITEM0006563,ORD009700,PROD0240,5,398.58
ITEM0006564,ORD000173,PROD0138,2,334.48
ITEM0006565,ORD004198,PROD0103,2,496.78
ITEM0006566,ORD006088,PROD0415,3,282.38
ITEM0006567,ORD014921,PROD0114,4,247.62
ITEM0006568,ORD014825,PROD0116,4,138.19
ITEM0006569,ORD004030,PROD0382,3,349.75
ITEM0006570,ORD003118,PROD0369,3,365.62
ITEM0006571,ORD012705,PROD0267,3,165.53
ITEM0006572,ORD005029,PROD0004,1,107.01
ITEM0006573,ORD000188,PROD0215,3,440.39
ITEM0006574,ORD003703,PROD0234,1,281.19
ITEM0006575,ORD012593,PROD0105,1,89.93
ITEM0006576,ORD004678,PROD0459,5,102.93
ITEM0006577,ORD001169,PROD0133,4,254.08
ITEM0006578,ORD013558,PROD0406,2,329.88
ITEM0006579,ORD010007,PROD0423,1,397.67
ITEM0006580,ORD006210,PROD0425,4,228.25
ITEM0006581,ORD009554,PROD0395,4,80.77
ITEM0006582,ORD014822,PROD0186,4,145.82
ITEM0006583,ORD000348,PROD0267,3,165.53
ITEM0006584,ORD003598,PROD0048,1,42.28
ITEM0006585,ORD012502,PROD0122,3,96.4
ITEM0006586,ORD009089,PROD0456,3,91.55
ITEM0006587,ORD009835,PROD0249,5,406.75
ITEM0006588,ORD000367,PROD0309,3,180.78
ITEM0006589,ORD010153,PROD0313,4,275.85
ITEM0006590,ORD007335,PROD0424,2,316.92
ITEM0006591,ORD011436,PROD0226,3,237.78
ITEM0006592,ORD001992,PROD0252,4,84.43
ITEM0006593,ORD011483,PROD0305,3,491.96
ITEM0006594,ORD006474,PROD0446,3,416.37
ITEM0006595,ORD002466,PROD0317,3,151.6
ITEM0006596,ORD007094,PROD0052,3,232.37
ITEM0006597,ORD009390,PROD0156,2,374.01
ITEM0006598,ORD011241,PROD0450,2,475.17
ITEM0006599,ORD009505,PROD0243,5,213.81
ITEM0006600,ORD000752,PROD0077,3,120.13
ITEM0006601,ORD008763,PROD0298,4,348.96
ITEM0006602,ORD000165,PROD0334,1,103.45
ITEM0006603,ORD012808,PROD0325,5,114.44
ITEM0006604,ORD008094,PROD0163,4,164.45
ITEM0006605,ORD008212,PROD0354,5,338.13
ITEM0006606,ORD014967,PROD0009,1,135.75
ITEM0006607,ORD004551,PROD0263,1,254.5
ITEM0006608,ORD005375,PROD0313,1,275.85
ITEM0006609,ORD010042,PROD0036,4,344.64
ITEM0006610,ORD012107,PROD0035,5,366.6
ITEM0006611,ORD008295,PROD0270,1,371.79
ITEM0006612,ORD013246,PROD0382,4,349.75
ITEM0006613,ORD010375,PROD0074,3,47.88
ITEM0006614,ORD007933,PROD0499,3,158.74
ITEM0006615,ORD007588,PROD0243,4,213.81
ITEM0006616,ORD003796,PROD0081,3,92.83
ITEM0006617,ORD012385,PROD0330,3,177.43
ITEM0006618,ORD002799,PROD0160,1,221.24
ITEM0006619,ORD004002,PROD0408,5,223.99
ITEM0006620,ORD001788,PROD0295,4,448.2
ITEM0006621,ORD006615,PROD0084,1,435.05
ITEM0006622,ORD007928,PROD0034,2,341.91
ITEM0006623,ORD004671,PROD0255,5,165.3
ITEM0006624,ORD002840,PROD0423,2,397.67
ITEM0006625,ORD012477,PROD0424,1,316.92
ITEM0006626,ORD000393,PROD0143,5,66.09
ITEM0006627,ORD013207,PROD0177,5,463.92
ITEM0006628,ORD014958,PROD0060,1,434.16
ITEM0006629,ORD014384,PROD0142,5,397.09
ITEM0006630,ORD012241,PROD0488,4,98.84
ITEM0006631,ORD004152,PROD0399,4,205.49
ITEM0006632,ORD009767,PROD0012,1,387.12
ITEM0006633,ORD005510,PROD0253,5,169.99
ITEM0006634,ORD010883,PROD0402,1,116.08
ITEM0006635,ORD008821,PROD0271,5,399.63
ITEM0006636,ORD004070,PROD0390,5,25.96
ITEM0006637,ORD006438,PROD0248,5,42.24
ITEM0006638,ORD013054,PROD0189,5,86.31
ITEM0006639,ORD000136,PROD0264,4,330.28
ITEM0006640,ORD002600,PROD0377,5,325.63
ITEM0006641,ORD005513,PROD0110,5,242.58
ITEM0006642,ORD006991,PROD0306,5,439.61
ITEM0006643,ORD014656,PROD0402,3,116.08
ITEM0006644,ORD007902,PROD0490,4,273.73
ITEM0006645,ORD000177,PROD0223,4,323.13
ITEM0006646,ORD008669,PROD0101,1,423.5
ITEM0006647,ORD003962,PROD0323,4,337.82
ITEM0006648,ORD012449,PROD0152,3,48.02
ITEM0006649,ORD003718,PROD0351,4,317.85
ITEM0006650,ORD009501,PROD0475,3,329.83
ITEM0006651,ORD006675,PROD0472,4,397.54
ITEM0006652,ORD006885,PROD0168,3,378.0
ITEM0006653,ORD006555,PROD0379,4,217.47
ITEM0006654,ORD003787,PROD0152,1,48.02
ITEM0006655,ORD008201,PROD0184,1,147.76
ITEM0006656,ORD003536,PROD0301,3,181.01
ITEM0006657,ORD001651,PROD0396,5,280.97
ITEM0006658,ORD005778,PROD0167,4,242.93
ITEM0006659,ORD008952,PROD0219,4,153.47
ITEM0006660,ORD009613,PROD0413,1,70.85
ITEM0006661,ORD000071,PROD0380,1,463.74
ITEM0006662,ORD010833,PROD0001,3,204.27
ITEM0006663,ORD000969,PROD0129,2,475.95
ITEM0006664,ORD013856,PROD0120,5,63.74
ITEM0006665,ORD006938,PROD0165,3,171.83
ITEM0006666,ORD011444,PROD0140,5,165.23
ITEM0006667,ORD006294,PROD0068,3,379.12
ITEM0006668,ORD008173,PROD0071,4,188.96
ITEM0006669,ORD014748,PROD0237,3,488.49
ITEM0006670,ORD010167,PROD0176,5,404.44
ITEM0006671,ORD014328,PROD0040,2,37.18
ITEM0006672,ORD000592,PROD0143,4,66.09
ITEM0006673,ORD007652,PROD0154,5,327.15
ITEM0006674,ORD001497,PROD0183,2,91.45
ITEM0006675,ORD000796,PROD0409,4,429.06
ITEM0006676,ORD008733,PROD0351,1,317.85
ITEM0006677,ORD013674,PROD0377,5,325.63
ITEM0006678,ORD012097,PROD0170,4,435.9
ITEM0006679,ORD004767,PROD0025,2,463.08
ITEM0006680,ORD014942,PROD0025,4,463.08
ITEM0006681,ORD014952,PROD0409,1,429.06
ITEM0006682,ORD002073,PROD0273,4,204.0
ITEM0006683,ORD009972,PROD0331,1,145.72
ITEM0006684,ORD007861,PROD0277,5,392.6
ITEM0006685,ORD007058,PROD0442,4,240.46
ITEM0006686,ORD011685,PROD0272,3,210.59
ITEM0006687,ORD010557,PROD0367,2,414.67
ITEM0006688,ORD012211,PROD0225,3,486.05
ITEM0006689,ORD005449,PROD0486,3,103.47
ITEM0006690,ORD007247,PROD0391,4,193.03
ITEM0006691,ORD005981,PROD0331,2,145.72
ITEM0006692,ORD010597,PROD0389,5,361.22
ITEM0006693,ORD011141,PROD0098,2,468.58
ITEM0006694,ORD005687,PROD0079,1,98.34
ITEM0006695,ORD000940,PROD0409,4,429.06
ITEM0006696,ORD010853,PROD0136,3,187.5
ITEM0006697,ORD001034,PROD0385,5,359.45
ITEM0006698,ORD010009,PROD0446,4,416.37
ITEM0006699,ORD011837,PROD0161,5,484.26
ITEM0006700,ORD002048,PROD0462,5,354.39
ITEM0006701,ORD002743,PROD0175,1,404.56
ITEM0006702,ORD014822,PROD0316,2,146.69
ITEM0006703,ORD000778,PROD0043,4,158.24
ITEM0006704,ORD003942,PROD0133,5,254.08
ITEM0006705,ORD009108,PROD0346,2,79.52
ITEM0006706,ORD013482,PROD0359,3,114.9
ITEM0006707,ORD004159,PROD0022,1,352.01
ITEM0006708,ORD011209,PROD0191,1,362.2
ITEM0006709,ORD002553,PROD0258,2,338.66
ITEM0006710,ORD005379,PROD0355,3,77.52
ITEM0006711,ORD013739,PROD0102,2,58.35
ITEM0006712,ORD002052,PROD0003,1,432.63
ITEM0006713,ORD004337,PROD0001,5,204.27
ITEM0006714,ORD011420,PROD0482,3,249.51
ITEM0006715,ORD002345,PROD0233,5,267.29
ITEM0006716,ORD005631,PROD0139,5,207.78
ITEM0006717,ORD001190,PROD0254,4,295.48
ITEM0006718,ORD004619,PROD0227,5,485.18
ITEM0006719,ORD002803,PROD0115,1,239.78
ITEM0006720,ORD006560,PROD0453,1,496.95
ITEM0006721,ORD005714,PROD0349,3,91.87
ITEM0006722,ORD014120,PROD0017,4,25.74
ITEM0006723,ORD002870,PROD0235,2,200.63
ITEM0006724,ORD007294,PROD0385,5,359.45
ITEM0006725,ORD003795,PROD0417,5,60.69
ITEM0006726,ORD003792,PROD0174,4,246.41
ITEM0006727,ORD003459,PROD0414,3,34.45
ITEM0006728,ORD006029,PROD0333,3,323.05
ITEM0006729,ORD003128,PROD0052,4,232.37
ITEM0006730,ORD005617,PROD0109,1,72.73
ITEM0006731,ORD011059,PROD0137,3,329.01
ITEM0006732,ORD008957,PROD0245,3,456.91
ITEM0006733,ORD006821,PROD0200,5,182.52
ITEM0006734,ORD013045,PROD0331,1,145.72
ITEM0006735,ORD012912,PROD0387,1,452.24
ITEM0006736,ORD003678,PROD0432,4,235.69
ITEM0006737,ORD013838,PROD0282,3,154.63
ITEM0006738,ORD002424,PROD0340,4,221.61
ITEM0006739,ORD014710,PROD0309,5,180.78
ITEM0006740,ORD012019,PROD0396,2,280.97
ITEM0006741,ORD005492,PROD0066,4,104.58
ITEM0006742,ORD008100,PROD0467,1,377.79
ITEM0006743,ORD006726,PROD0193,4,109.61
ITEM0006744,ORD005408,PROD0349,4,91.87
ITEM0006745,ORD011433,PROD0023,1,191.77
ITEM0006746,ORD007464,PROD0240,3,398.58
ITEM0006747,ORD005536,PROD0262,5,72.9
ITEM0006748,ORD005867,PROD0171,3,199.61
ITEM0006749,ORD002521,PROD0226,1,237.78
ITEM0006750,ORD001881,PROD0361,1,261.34
ITEM0006751,ORD005430,PROD0211,1,277.75
ITEM0006752,ORD002745,PROD0224,5,208.88
ITEM0006753,ORD004744,PROD0211,3,277.75
ITEM0006754,ORD004778,PROD0059,3,231.07
ITEM0006755,ORD001763,PROD0365,3,290.25
ITEM0006756,ORD009542,PROD0125,1,226.11
ITEM0006757,ORD005867,PROD0350,2,487.35
ITEM0006758,ORD009156,PROD0097,4,77.07
ITEM0006759,ORD000428,PROD0189,4,86.31
ITEM0006760,ORD013795,PROD0170,1,435.9
ITEM0006761,ORD013530,PROD0111,1,283.49
ITEM0006762,ORD000031,PROD0359,1,114.9
ITEM0006763,ORD009557,PROD0193,2,109.61
ITEM0006764,ORD008664,PROD0256,5,309.2
ITEM0006765,ORD009847,PROD0280,5,184.82
ITEM0006766,ORD003914,PROD0251,1,187.61
ITEM0006767,ORD000391,PROD0114,1,247.62
ITEM0006768,ORD002458,PROD0291,2,487.41
ITEM0006769,ORD005276,PROD0025,2,463.08
ITEM0006770,ORD007554,PROD0126,4,183.4
ITEM0006771,ORD004348,PROD0271,2,399.63
ITEM0006772,ORD013356,PROD0027,1,276.06
ITEM0006773,ORD009294,PROD0399,5,205.49
ITEM0006774,ORD010567,PROD0272,3,210.59
ITEM0006775,ORD012433,PROD0362,2,271.24
ITEM0006776,ORD004751,PROD0318,3,371.99
ITEM0006777,ORD000470,PROD0382,1,349.75
ITEM0006778,ORD007328,PROD0440,4,478.97
ITEM0006779,ORD005082,PROD0022,1,352.01
ITEM0006780,ORD013207,PROD0215,2,440.39
ITEM0006781,ORD011930,PROD0193,4,109.61
ITEM0006782,ORD005056,PROD0401,4,249.05
ITEM0006783,ORD011762,PROD0315,5,273.32
ITEM0006784,ORD009528,PROD0267,1,165.53
ITEM0006785,ORD001112,PROD0130,1,111.49
ITEM0006786,ORD010326,PROD0349,3,91.87
ITEM0006787,ORD010203,PROD0186,5,145.82
ITEM0006788,ORD014741,PROD0326,3,443.59
ITEM0006789,ORD005285,PROD0268,2,86.2
ITEM0006790,ORD011179,PROD0183,3,91.45
ITEM0006791,ORD010888,PROD0114,3,247.62
ITEM0006792,ORD001406,PROD0131,4,358.78
ITEM0006793,ORD001346,PROD0365,3,290.25
ITEM0006794,ORD010740,PROD0077,4,120.13
ITEM0006795,ORD003271,PROD0194,2,284.62
ITEM0006796,ORD011675,PROD0092,3,306.78
ITEM0006797,ORD008200,PROD0066,5,104.58
ITEM0006798,ORD007364,PROD0257,2,483.76
ITEM0006799,ORD003131,PROD0493,4,355.75
ITEM0006800,ORD013834,PROD0336,5,238.4
ITEM0006801,ORD004590,PROD0321,2,209.69
ITEM0006802,ORD005110,PROD0120,1,63.74
ITEM0006803,ORD013615,PROD0287,1,52.74
ITEM0006804,ORD002186,PROD0108,2,267.83
ITEM0006805,ORD004624,PROD0124,2,64.7
ITEM0006806,ORD011523,PROD0224,3,208.88
ITEM0006807,ORD011927,PROD0379,3,217.47
ITEM0006808,ORD000514,PROD0128,2,324.67
ITEM0006809,ORD013377,PROD0250,5,476.84
ITEM0006810,ORD014027,PROD0018,4,358.24
ITEM0006811,ORD005744,PROD0174,2,246.41
ITEM0006812,ORD000319,PROD0026,1,60.76
ITEM0006813,ORD014138,PROD0024,3,98.82
ITEM0006814,ORD013292,PROD0169,3,195.05
ITEM0006815,ORD004645,PROD0368,1,139.7
ITEM0006816,ORD008381,PROD0286,5,274.43
ITEM0006817,ORD006932,PROD0264,2,330.28
ITEM0006818,ORD009532,PROD0068,5,379.12
ITEM0006819,ORD007957,PROD0174,5,246.41
ITEM0006820,ORD013950,PROD0188,2,53.0
ITEM0006821,ORD008542,PROD0174,5,246.41
ITEM0006822,ORD003481,PROD0217,1,404.97
ITEM0006823,ORD004143,PROD0474,2,47.34
ITEM0006824,ORD001873,PROD0074,3,47.88
ITEM0006825,ORD003624,PROD0001,2,204.27
ITEM0006826,ORD006579,PROD0479,3,178.19
ITEM0006827,ORD013655,PROD0062,4,16.3
ITEM0006828,ORD000979,PROD0430,2,335.36
ITEM0006829,ORD011500,PROD0403,3,67.28
ITEM0006830,ORD003221,PROD0003,5,432.63
ITEM0006831,ORD008455,PROD0470,4,309.38
ITEM0006832,ORD004802,PROD0358,2,270.67
ITEM0006833,ORD011011,PROD0103,3,496.78
ITEM0006834,ORD011689,PROD0442,5,240.46
ITEM0006835,ORD004348,PROD0346,3,79.52
ITEM0006836,ORD007100,PROD0121,2,166.25
ITEM0006837,ORD006294,PROD0079,1,98.34
ITEM0006838,ORD005554,PROD0319,1,24.5
ITEM0006839,ORD001275,PROD0333,2,323.05
ITEM0006840,ORD014640,PROD0380,5,463.74
ITEM0006841,ORD008245,PROD0266,4,468.87
ITEM0006842,ORD011434,PROD0438,3,189.04
ITEM0006843,ORD008176,PROD0402,5,116.08
ITEM0006844,ORD002057,PROD0069,3,350.97
ITEM0006845,ORD006996,PROD0059,1,231.07
ITEM0006846,ORD014082,PROD0428,4,90.22
ITEM0006847,ORD003570,PROD0237,2,488.49
ITEM0006848,ORD000831,PROD0224,2,208.88
ITEM0006849,ORD004304,PROD0177,1,463.92
ITEM0006850,ORD007514,PROD0499,2,158.74
ITEM0006851,ORD013044,PROD0356,4,338.88
ITEM0006852,ORD002638,PROD0367,4,414.67
ITEM0006853,ORD011733,PROD0245,2,456.91
ITEM0006854,ORD000855,PROD0440,5,478.97
ITEM0006855,ORD009292,PROD0404,2,254.5
ITEM0006856,ORD009732,PROD0152,4,48.02
ITEM0006857,ORD005073,PROD0463,1,386.61
ITEM0006858,ORD004956,PROD0424,2,316.92
ITEM0006859,ORD011316,PROD0058,5,25.58
ITEM0006860,ORD000821,PROD0407,2,123.75
ITEM0006861,ORD006454,PROD0041,3,440.14
ITEM0006862,ORD003879,PROD0443,2,350.95
ITEM0006863,ORD007804,PROD0142,4,397.09
ITEM0006864,ORD014719,PROD0489,2,171.92
ITEM0006865,ORD014414,PROD0043,2,158.24
ITEM0006866,ORD001396,PROD0103,1,496.78
ITEM0006867,ORD007670,PROD0395,3,80.77
ITEM0006868,ORD003615,PROD0086,1,464.54
ITEM0006869,ORD012041,PROD0099,4,478.28
ITEM0006870,ORD012822,PROD0415,5,282.38
ITEM0006871,ORD012708,PROD0017,1,25.74
ITEM0006872,ORD011870,PROD0338,4,385.11
ITEM0006873,ORD011956,PROD0235,3,200.63
ITEM0006874,ORD004617,PROD0181,2,285.67
ITEM0006875,ORD009033,PROD0046,1,102.43
ITEM0006876,ORD001014,PROD0109,2,72.73
ITEM0006877,ORD003392,PROD0206,3,121.76
ITEM0006878,ORD007308,PROD0153,5,302.35
ITEM0006879,ORD002268,PROD0409,2,429.06
ITEM0006880,ORD001168,PROD0183,5,91.45
ITEM0006881,ORD009573,PROD0125,3,226.11
ITEM0006882,ORD011505,PROD0150,3,39.22
ITEM0006883,ORD008697,PROD0218,5,112.6
ITEM0006884,ORD009158,PROD0170,1,435.9
ITEM0006885,ORD014315,PROD0012,3,387.12
ITEM0006886,ORD012639,PROD0439,3,275.97
ITEM0006887,ORD008440,PROD0043,5,158.24
ITEM0006888,ORD002055,PROD0480,2,199.87
ITEM0006889,ORD000160,PROD0038,5,123.25
ITEM0006890,ORD006065,PROD0005,4,461.18
ITEM0006891,ORD005430,PROD0310,2,222.83
ITEM0006892,ORD005208,PROD0273,2,204.0
ITEM0006893,ORD003038,PROD0469,3,189.44
ITEM0006894,ORD004010,PROD0365,2,290.25
ITEM0006895,ORD014938,PROD0401,1,249.05
ITEM0006896,ORD008929,PROD0288,1,372.01
ITEM0006897,ORD008538,PROD0318,1,371.99
ITEM0006898,ORD010195,PROD0034,4,341.91
ITEM0006899,ORD003329,PROD0187,3,113.04
ITEM0006900,ORD000756,PROD0234,5,281.19
ITEM0006901,ORD004884,PROD0069,4,350.97
ITEM0006902,ORD010662,PROD0090,4,229.14
ITEM0006903,ORD006512,PROD0388,1,416.27
ITEM0006904,ORD005132,PROD0109,2,72.73
ITEM0006905,ORD007867,PROD0212,5,68.67
ITEM0006906,ORD003819,PROD0479,3,178.19
ITEM0006907,ORD000470,PROD0246,2,359.18
ITEM0006908,ORD011058,PROD0328,2,19.81
ITEM0006909,ORD000631,PROD0326,4,443.59
ITEM0006910,ORD004871,PROD0209,4,497.6
ITEM0006911,ORD005846,PROD0363,1,244.27
ITEM0006912,ORD007323,PROD0384,3,462.0
ITEM0006913,ORD013902,PROD0217,3,404.97
ITEM0006914,ORD012025,PROD0388,4,416.27
ITEM0006915,ORD004365,PROD0398,4,124.17
ITEM0006916,ORD013204,PROD0487,1,13.52
ITEM0006917,ORD013640,PROD0465,2,455.5
ITEM0006918,ORD002414,PROD0188,5,53.0
ITEM0006919,ORD000186,PROD0463,1,386.61
ITEM0006920,ORD000836,PROD0217,3,404.97
ITEM0006921,ORD004055,PROD0051,3,385.32
ITEM0006922,ORD003351,PROD0397,2,150.1
ITEM0006923,ORD009284,PROD0227,2,485.18
ITEM0006924,ORD010114,PROD0202,5,53.68
ITEM0006925,ORD011246,PROD0104,3,206.19
ITEM0006926,ORD003500,PROD0030,4,326.46
ITEM0006927,ORD012374,PROD0210,4,97.1
ITEM0006928,ORD008691,PROD0249,1,406.75
ITEM0006929,ORD005810,PROD0067,4,402.96
ITEM0006930,ORD012091,PROD0018,5,358.24
ITEM0006931,ORD011308,PROD0277,5,392.6
ITEM0006932,ORD004161,PROD0345,3,84.54
ITEM0006933,ORD009162,PROD0044,4,349.82
ITEM0006934,ORD003960,PROD0057,2,94.46
ITEM0006935,ORD011682,PROD0184,3,147.76
ITEM0006936,ORD008607,PROD0360,1,316.39
ITEM0006937,ORD012942,PROD0047,2,347.74
ITEM0006938,ORD010548,PROD0391,4,193.03
ITEM0006939,ORD003952,PROD0371,5,393.35
ITEM0006940,ORD002707,PROD0223,4,323.13
ITEM0006941,ORD012654,PROD0483,5,53.75
ITEM0006942,ORD004344,PROD0453,1,496.95
ITEM0006943,ORD007991,PROD0457,3,448.22
ITEM0006944,ORD002788,PROD0449,4,480.07
ITEM0006945,ORD005406,PROD0382,2,349.75
ITEM0006946,ORD001502,PROD0019,4,416.81
ITEM0006947,ORD003387,PROD0169,4,195.05
ITEM0006948,ORD010326,PROD0247,1,217.16
ITEM0006949,ORD010805,PROD0096,5,249.33
ITEM0006950,ORD012610,PROD0066,3,104.58
ITEM0006951,ORD004391,PROD0338,3,385.11
ITEM0006952,ORD008729,PROD0401,5,249.05
ITEM0006953,ORD000813,PROD0442,2,240.46
ITEM0006954,ORD005640,PROD0355,4,77.52
ITEM0006955,ORD003936,PROD0128,1,324.67
ITEM0006956,ORD003692,PROD0196,2,413.39
ITEM0006957,ORD004295,PROD0175,1,404.56
ITEM0006958,ORD007611,PROD0193,1,109.61
ITEM0006959,ORD004694,PROD0142,4,397.09
ITEM0006960,ORD004829,PROD0333,4,323.05
ITEM0006961,ORD011643,PROD0368,3,139.7
ITEM0006962,ORD007170,PROD0400,3,394.89
ITEM0006963,ORD014182,PROD0033,4,208.96
ITEM0006964,ORD012267,PROD0099,1,478.28
ITEM0006965,ORD007409,PROD0389,1,361.22
ITEM0006966,ORD002959,PROD0440,3,478.97
ITEM0006967,ORD008182,PROD0255,5,165.3
ITEM0006968,ORD014583,PROD0037,4,452.67
ITEM0006969,ORD012948,PROD0140,4,165.23
ITEM0006970,ORD002906,PROD0367,4,414.67
ITEM0006971,ORD009355,PROD0487,3,13.52
ITEM0006972,ORD014551,PROD0329,4,277.77
ITEM0006973,ORD011761,PROD0193,2,109.61
ITEM0006974,ORD003572,PROD0037,3,452.67
ITEM0006975,ORD007236,PROD0338,3,385.11
ITEM0006976,ORD014084,PROD0449,4,480.07
ITEM0006977,ORD002352,PROD0303,3,166.03
ITEM0006978,ORD012033,PROD0391,5,193.03
ITEM0006979,ORD003927,PROD0023,1,191.77
ITEM0006980,ORD013528,PROD0273,2,204.0
ITEM0006981,ORD008509,PROD0170,5,435.9
ITEM0006982,ORD014491,PROD0062,2,16.3
ITEM0006983,ORD000583,PROD0359,2,114.9
ITEM0006984,ORD002082,PROD0496,4,314.03
ITEM0006985,ORD007421,PROD0358,3,270.67
ITEM0006986,ORD011972,PROD0182,2,284.21
ITEM0006987,ORD013826,PROD0172,5,181.42
ITEM0006988,ORD013207,PROD0305,2,491.96
ITEM0006989,ORD006000,PROD0031,3,123.31
ITEM0006990,ORD014116,PROD0427,2,313.38
ITEM0006991,ORD013559,PROD0010,1,338.83
ITEM0006992,ORD006614,PROD0359,2,114.9
ITEM0006993,ORD009610,PROD0305,1,491.96
ITEM0006994,ORD000490,PROD0122,2,96.4
ITEM0006995,ORD006371,PROD0250,5,476.84
ITEM0006996,ORD010985,PROD0140,2,165.23
ITEM0006997,ORD002779,PROD0252,1,84.43
ITEM0006998,ORD014783,PROD0293,1,327.63
ITEM0006999,ORD004551,PROD0033,4,208.96
ITEM0007000,ORD014131,PROD0300,5,481.96
ITEM0007001,ORD008597,PROD0417,3,60.69
ITEM0007002,ORD001915,PROD0173,1,499.14
ITEM0007003,ORD013000,PROD0492,5,274.76
ITEM0007004,ORD012786,PROD0047,4,347.74
ITEM0007005,ORD000996,PROD0328,1,19.81
ITEM0007006,ORD012229,PROD0076,5,182.24
ITEM0007007,ORD000592,PROD0181,5,285.67
ITEM0007008,ORD012690,PROD0155,2,193.0
ITEM0007009,ORD006374,PROD0107,4,120.61
ITEM0007010,ORD004375,PROD0485,4,56.29
ITEM0007011,ORD004012,PROD0443,2,350.95
ITEM0007012,ORD012212,PROD0483,5,53.75
ITEM0007013,ORD009061,PROD0091,2,289.25
ITEM0007014,ORD013427,PROD0331,2,145.72
ITEM0007015,ORD014741,PROD0178,5,51.6
ITEM0007016,ORD000749,PROD0202,3,53.68
ITEM0007017,ORD013846,PROD0148,1,121.11
ITEM0007018,ORD001165,PROD0097,5,77.07
ITEM0007019,ORD011070,PROD0375,2,147.26
ITEM0007020,ORD005860,PROD0184,4,147.76
ITEM0007021,ORD005451,PROD0018,5,358.24
ITEM0007022,ORD012358,PROD0464,4,194.75
ITEM0007023,ORD003518,PROD0193,3,109.61
ITEM0007024,ORD012361,PROD0231,3,277.2
ITEM0007025,ORD013716,PROD0335,3,457.3
ITEM0007026,ORD006589,PROD0438,1,189.04
ITEM0007027,ORD014078,PROD0261,3,287.16
ITEM0007028,ORD014488,PROD0271,2,399.63
ITEM0007029,ORD000460,PROD0190,3,386.75
ITEM0007030,ORD009130,PROD0086,1,464.54
ITEM0007031,ORD006435,PROD0365,3,290.25
ITEM0007032,ORD006823,PROD0166,5,71.6
ITEM0007033,ORD012889,PROD0045,4,14.37
ITEM0007034,ORD004315,PROD0473,2,286.06
ITEM0007035,ORD013994,PROD0061,2,83.91
ITEM0007036,ORD012097,PROD0308,3,278.27
ITEM0007037,ORD000780,PROD0481,1,339.48
ITEM0007038,ORD000257,PROD0444,4,294.41
ITEM0007039,ORD001229,PROD0356,1,338.88
ITEM0007040,ORD013991,PROD0408,3,223.99
ITEM0007041,ORD004082,PROD0063,1,63.89
ITEM0007042,ORD006440,PROD0188,4,53.0
ITEM0007043,ORD000646,PROD0266,4,468.87
ITEM0007044,ORD010397,PROD0302,1,417.6
ITEM0007045,ORD004527,PROD0452,3,108.71
ITEM0007046,ORD005810,PROD0115,4,239.78
ITEM0007047,ORD014916,PROD0262,1,72.9
ITEM0007048,ORD013847,PROD0457,1,448.22
ITEM0007049,ORD003052,PROD0300,2,481.96
ITEM0007050,ORD007432,PROD0334,4,103.45
ITEM0007051,ORD000613,PROD0379,2,217.47
ITEM0007052,ORD006658,PROD0124,4,64.7
ITEM0007053,ORD006898,PROD0348,3,20.86
ITEM0007054,ORD004356,PROD0338,2,385.11
ITEM0007055,ORD001685,PROD0287,2,52.74
