product_id,warehouse_id,inventory_date,stock_quantity
PROD0432,WH-HOU-01,2026-07-26,329
PROD0186,WH-AUS-01,2026-07-21,669
PROD0290,WH-AUS-01,2026-07-24,289
PROD0109,WH-AUS-01,2026-08-09,13
PROD0457,WH-DAL-01,2026-08-09,718
PROD0420,WH-AUS-01,2026-08-14,573
PROD0435,WH-AUS-01,2026-08-09,659
PROD0452,WH-AUS-01,2026-07-30,160
PROD0307,WH-AUS-01,2026-07-16,533
PROD0223,WH-DAL-01,2026-08-11,580
PROD0215,WH-AUS-01,2026-07-30,106
PROD0262,WH-DAL-01,2026-08-10,680
PROD0329,WH-HOU-01,2026-08-07,598
PROD0469,WH-HOU-01,2026-07-07,81
PROD0095,WH-DAL-01,2026-08-04,239
PROD0301,WH-DAL-01,2026-08-08,101
PROD0488,WH-AUS-01,2026-07-25,907
PROD0167,WH-AUS-01,2026-07-06,50
PROD0217,WH-AUS-01,2026-08-09,871
PROD0403,WH-FTW-01,2026-07-14,332
PROD0210,WH-DAL-01,2026-07-11,388
PROD0277,WH-DAL-01,2026-07-31,995
PROD0363,WH-HOU-01,2026-07-30,212
PROD0471,WH-DAL-01,2026-07-30,478
PROD0112,WH-AUS-01,2026-07-22,719
PROD0333,WH-FTW-01,2026-07-10,998
PROD0116,WH-DAL-01,2026-08-07,731
PROD0069,WH-FTW-01,2026-07-02,219
PROD0120,WH-FTW-01,2026-08-03,463
PROD0466,WH-DAL-01,2026-08-03,112
PROD0345,WH-DAL-01,2026-07-17,879
PROD0439,WH-FTW-01,2026-08-01,710
PROD0238,WH-AUS-01,2026-07-01,861
PROD0268,WH-FTW-01,2026-08-13,970
PROD0197,WH-FTW-01,2026-08-14,805
PROD0140,WH-HOU-01,2026-08-01,575
PROD0129,WH-HOU-01,2026-08-07,250
PROD0177,WH-FTW-01,2026-08-13,965
PROD0029,WH-AUS-01,2026-07-04,830
PROD0346,WH-HOU-01,2026-08-09,543
PROD0481,WH-AUS-01,2026-07-18,587
PROD0049,WH-AUS-01,2026-07-13,650
PROD0401,WH-AUS-01,2026-07-03,235
PROD0099,WH-DAL-01,2026-08-06,407
PROD0419,WH-HOU-01,2026-07-29,418
PROD0319,WH-FTW-01,2026-07-08,717
PROD0132,WH-AUS-01,2026-08-01,133
PROD0149,WH-FTW-01,2026-07-30,207
PROD0035,WH-HOU-01,2026-08-14,748
PROD0183,WH-DAL-01,2026-07-22,421
PROD0201,WH-FTW-01,2026-08-10,947
PROD0486,WH-HOU-01,2026-07-04,629
PROD0053,WH-HOU-01,2026-07-25,71
PROD0328,WH-AUS-01,2026-07-16,624
PROD0132,WH-AUS-01,2026-07-24,888
PROD0433,WH-DAL-01,2026-07-29,49
PROD0200,WH-FTW-01,2026-07-13,897
PROD0279,WH-DAL-01,2026-08-09,300
PROD0233,WH-FTW-01,2026-07-27,486
PROD0298,WH-DAL-01,2026-08-09,437
PROD0470,WH-FTW-01,2026-08-04,453
PROD0245,WH-AUS-01,2026-07-29,833
PROD0194,WH-HOU-01,2026-07-02,187
PROD0420,WH-AUS-01,2026-08-04,678
PROD0462,WH-AUS-01,2026-08-12,878
PROD0228,WH-AUS-01,2026-07-10,347
PROD0150,WH-DAL-01,2026-07-16,484
PROD0495,WH-FTW-01,2026-07-05,851
PROD0161,WH-DAL-01,2026-08-01,828
PROD0359,WH-DAL-01,2026-07-11,604
PROD0180,WH-AUS-01,2026-08-07,686
PROD0151,WH-HOU-01,2026-08-05,473
PROD0407,WH-AUS-01,2026-08-01,246
PROD0397,WH-AUS-01,2026-08-03,160
PROD0129,WH-FTW-01,2026-07-20,948
PROD0360,WH-HOU-01,2026-07-30,763
PROD0125,WH-FTW-01,2026-07-22,61
PROD0467,WH-DAL-01,2026-07-27,134
PROD0418,WH-AUS-01,2026-08-08,242
PROD0038,WH-AUS-01,2026-07-15,970
PROD0408,WH-DAL-01,2026-08-08,110
PROD0485,WH-FTW-01,2026-07-17,428
PROD0065,WH-AUS-01,2026-08-14,999
PROD0069,WH-FTW-01,2026-07-16,801
PROD0135,WH-AUS-01,2026-07-01,991
PROD0062,WH-HOU-01,2026-07-02,283
PROD0028,WH-HOU-01,2026-07-18,721
PROD0001,WH-FTW-01,2026-07-14,906
PROD0397,WH-FTW-01,2026-08-04,536
PROD0307,WH-AUS-01,2026-07-26,741
PROD0199,WH-DAL-01,2026-08-11,987
PROD0178,WH-DAL-01,2026-07-18,462
PROD0238,WH-DAL-01,2026-08-01,172
PROD0445,WH-FTW-01,2026-07-05,385
PROD0056,WH-HOU-01,2026-07-20,152
PROD0150,WH-FTW-01,2026-08-14,980
PROD0181,WH-AUS-01,2026-07-18,882
PROD0277,WH-DAL-01,2026-07-22,811
PROD0253,WH-FTW-01,2026-07-05,501
PROD0144,WH-AUS-01,2026-07-05,762
PROD0314,WH-HOU-01,2026-07-10,588
PROD0077,WH-DAL-01,2026-08-02,673
PROD0143,WH-AUS-01,2026-08-10,878
PROD0233,WH-FTW-01,2026-07-08,5
PROD0105,WH-FTW-01,2026-08-09,966
PROD0437,WH-HOU-01,2026-07-29,71
PROD0244,WH-AUS-01,2026-07-11,565
PROD0148,WH-HOU-01,2026-07-10,555
PROD0112,WH-AUS-01,2026-07-13,423
PROD0095,WH-FTW-01,2026-07-10,416
PROD0488,WH-AUS-01,2026-07-31,743
PROD0309,WH-FTW-01,2026-08-12,57
PROD0279,WH-HOU-01,2026-07-22,427
PROD0469,WH-AUS-01,2026-07-24,331
PROD0111,WH-AUS-01,2026-07-31,914
PROD0245,WH-HOU-01,2026-07-21,727
PROD0083,WH-DAL-01,2026-07-13,248
PROD0185,WH-HOU-01,2026-07-26,583
PROD0020,WH-DAL-01,2026-07-28,46
PROD0375,WH-HOU-01,2026-07-16,213
PROD0031,WH-FTW-01,2026-07-13,255
PROD0120,WH-HOU-01,2026-07-03,917
PROD0304,WH-HOU-01,2026-07-20,665
PROD0009,WH-FTW-01,2026-08-13,7
PROD0133,WH-DAL-01,2026-07-12,553
PROD0359,WH-DAL-01,2026-07-14,524
PROD0119,WH-HOU-01,2026-07-03,282
PROD0270,WH-HOU-01,2026-07-20,749
PROD0372,WH-HOU-01,2026-07-06,236
PROD0369,WH-FTW-01,2026-07-04,981
PROD0167,WH-DAL-01,2026-07-23,515
PROD0305,WH-DAL-01,2026-07-05,942
PROD0266,WH-FTW-01,2026-07-12,424
PROD0160,WH-FTW-01,2026-07-26,158
PROD0192,WH-DAL-01,2026-08-01,449
PROD0360,WH-AUS-01,2026-07-26,92
PROD0326,WH-DAL-01,2026-07-29,346
PROD0444,WH-DAL-01,2026-08-13,258
PROD0411,WH-HOU-01,2026-07-13,596
PROD0118,WH-AUS-01,2026-07-09,565
PROD0130,WH-AUS-01,2026-07-09,610
PROD0377,WH-HOU-01,2026-08-03,755
PROD0468,WH-AUS-01,2026-08-12,205
PROD0340,WH-DAL-01,2026-07-23,567
PROD0425,WH-AUS-01,2026-07-25,515
PROD0051,WH-HOU-01,2026-07-22,897
PROD0323,WH-AUS-01,2026-07-18,296
PROD0481,WH-AUS-01,2026-08-11,166
PROD0445,WH-AUS-01,2026-08-01,153
PROD0264,WH-FTW-01,2026-07-20,840
PROD0262,WH-FTW-01,2026-07-08,971
PROD0185,WH-AUS-01,2026-07-31,962
PROD0237,WH-AUS-01,2026-07-21,564
PROD0056,WH-DAL-01,2026-07-15,732
PROD0278,WH-HOU-01,2026-07-01,147
PROD0123,WH-HOU-01,2026-07-27,399
PROD0206,WH-AUS-01,2026-07-18,670
PROD0346,WH-HOU-01,2026-07-14,631
PROD0496,WH-AUS-01,2026-08-14,941
PROD0363,WH-FTW-01,2026-07-10,899
PROD0306,WH-FTW-01,2026-08-01,117
PROD0108,WH-DAL-01,2026-08-12,797
PROD0292,WH-DAL-01,2026-07-05,648
PROD0500,WH-FTW-01,2026-07-01,526
PROD0037,WH-DAL-01,2026-07-23,219
PROD0103,WH-DAL-01,2026-08-12,656
PROD0104,WH-FTW-01,2026-08-01,202
PROD0238,WH-DAL-01,2026-08-12,808
PROD0446,WH-DAL-01,2026-07-12,303
PROD0243,WH-HOU-01,2026-08-02,360
PROD0285,WH-HOU-01,2026-07-08,138
PROD0321,WH-AUS-01,2026-07-08,635
PROD0482,WH-FTW-01,2026-07-11,648
PROD0461,WH-FTW-01,2026-08-12,29
PROD0135,WH-DAL-01,2026-07-21,496
PROD0265,WH-HOU-01,2026-08-14,290
PROD0372,WH-DAL-01,2026-08-02,842
PROD0081,WH-FTW-01,2026-07-16,380
PROD0342,WH-AUS-01,2026-07-10,578
PROD0139,WH-FTW-01,2026-07-18,548
PROD0489,WH-FTW-01,2026-08-03,955
PROD0317,WH-HOU-01,2026-07-15,116
PROD0132,WH-DAL-01,2026-08-05,192
PROD0446,WH-FTW-01,2026-07-21,110
PROD0063,WH-DAL-01,2026-07-04,658
PROD0296,WH-AUS-01,2026-08-02,241
PROD0478,WH-HOU-01,2026-07-23,640
PROD0021,WH-FTW-01,2026-08-01,292
PROD0338,WH-AUS-01,2026-07-09,654
PROD0025,WH-AUS-01,2026-08-13,311
PROD0298,WH-AUS-01,2026-07-05,866
PROD0467,WH-HOU-01,2026-08-06,207
PROD0049,WH-FTW-01,2026-07-24,260
PROD0029,WH-FTW-01,2026-07-26,14
PROD0189,WH-DAL-01,2026-07-20,358
PROD0080,WH-DAL-01,2026-08-02,934
PROD0266,WH-FTW-01,2026-07-18,753
PROD0041,WH-AUS-01,2026-08-06,434
PROD0430,WH-AUS-01,2026-08-03,888
PROD0103,WH-FTW-01,2026-07-06,632
PROD0374,WH-HOU-01,2026-07-20,384
PROD0353,WH-FTW-01,2026-07-30,267
PROD0497,WH-HOU-01,2026-07-29,291
PROD0443,WH-HOU-01,2026-07-14,100
PROD0470,WH-HOU-01,2026-08-10,187
PROD0453,WH-DAL-01,2026-07-08,229
PROD0058,WH-FTW-01,2026-07-28,131
PROD0004,WH-AUS-01,2026-07-29,21
PROD0297,WH-AUS-01,2026-07-14,971
PROD0017,WH-AUS-01,2026-07-26,505
PROD0054,WH-HOU-01,2026-08-03,544
PROD0496,WH-FTW-01,2026-07-22,101
PROD0493,WH-HOU-01,2026-07-24,130
PROD0111,WH-HOU-01,2026-08-09,174
PROD0122,WH-FTW-01,2026-07-01,471
PROD0448,WH-DAL-01,2026-07-11,900
PROD0348,WH-DAL-01,2026-08-10,846
PROD0303,WH-AUS-01,2026-07-15,686
PROD0207,WH-FTW-01,2026-07-25,437
PROD0482,WH-AUS-01,2026-07-17,995
PROD0456,WH-AUS-01,2026-07-18,518
PROD0125,WH-HOU-01,2026-07-29,391
PROD0311,WH-DAL-01,2026-07-24,405
PROD0120,WH-HOU-01,2026-07-07,273
PROD0487,WH-AUS-01,2026-07-31,135
PROD0041,WH-DAL-01,2026-07-03,269
PROD0141,WH-AUS-01,2026-07-15,67
PROD0468,WH-DAL-01,2026-07-02,400
PROD0379,WH-AUS-01,2026-08-03,379
PROD0306,WH-DAL-01,2026-08-12,331
PROD0168,WH-AUS-01,2026-08-05,505
PROD0058,WH-HOU-01,2026-07-07,83
PROD0161,WH-HOU-01,2026-08-14,93
PROD0288,WH-DAL-01,2026-07-09,685
PROD0466,WH-AUS-01,2026-08-01,808
PROD0301,WH-DAL-01,2026-08-10,902
PROD0469,WH-FTW-01,2026-08-11,834
PROD0395,WH-HOU-01,2026-08-10,20
PROD0459,WH-DAL-01,2026-07-31,463
PROD0329,WH-HOU-01,2026-07-24,97
PROD0336,WH-DAL-01,2026-07-02,355
PROD0381,WH-AUS-01,2026-07-11,239
PROD0230,WH-HOU-01,2026-07-02,219
PROD0156,WH-FTW-01,2026-07-08,982
PROD0117,WH-AUS-01,2026-07-03,413
PROD0214,WH-DAL-01,2026-07-20,277
PROD0112,WH-AUS-01,2026-07-09,18
PROD0374,WH-FTW-01,2026-07-11,890
PROD0039,WH-AUS-01,2026-07-28,155
PROD0416,WH-AUS-01,2026-07-26,514
PROD0470,WH-FTW-01,2026-07-24,747
PROD0060,WH-AUS-01,2026-08-06,630
PROD0259,WH-FTW-01,2026-08-12,183
PROD0222,WH-AUS-01,2026-07-13,799
PROD0459,WH-HOU-01,2026-07-20,213
PROD0343,WH-HOU-01,2026-07-31,909
PROD0077,WH-DAL-01,2026-07-18,942
PROD0154,WH-DAL-01,2026-07-26,459
PROD0154,WH-FTW-01,2026-08-06,971
PROD0019,WH-DAL-01,2026-07-02,623
PROD0097,WH-FTW-01,2026-07-27,444
PROD0213,WH-DAL-01,2026-07-19,371
PROD0355,WH-AUS-01,2026-07-18,778
PROD0060,WH-AUS-01,2026-07-03,325
PROD0472,WH-AUS-01,2026-08-10,693
PROD0430,WH-DAL-01,2026-07-26,776
PROD0150,WH-HOU-01,2026-08-14,567
PROD0142,WH-DAL-01,2026-07-25,382
PROD0035,WH-FTW-01,2026-08-08,337
PROD0389,WH-DAL-01,2026-07-01,81
PROD0086,WH-FTW-01,2026-07-01,561
PROD0217,WH-FTW-01,2026-07-30,737
PROD0354,WH-HOU-01,2026-07-02,829
PROD0162,WH-HOU-01,2026-07-28,395
PROD0241,WH-AUS-01,2026-07-27,856
PROD0297,WH-FTW-01,2026-07-08,966
PROD0079,WH-DAL-01,2026-07-25,495
PROD0138,WH-FTW-01,2026-07-19,198
PROD0104,WH-HOU-01,2026-07-13,619
PROD0228,WH-FTW-01,2026-07-31,736
PROD0183,WH-DAL-01,2026-07-04,282
PROD0499,WH-DAL-01,2026-07-06,188
PROD0431,WH-DAL-01,2026-08-04,992
PROD0139,WH-HOU-01,2026-07-13,79
PROD0452,WH-FTW-01,2026-07-08,952
PROD0456,WH-DAL-01,2026-07-23,698
PROD0203,WH-FTW-01,2026-08-04,656
PROD0477,WH-DAL-01,2026-08-11,993
PROD0052,WH-FTW-01,2026-07-13,333
PROD0362,WH-HOU-01,2026-07-22,4
PROD0250,WH-AUS-01,2026-08-09,0
PROD0346,WH-FTW-01,2026-08-11,429
PROD0159,WH-FTW-01,2026-07-29,361
PROD0409,WH-HOU-01,2026-07-06,583
PROD0162,WH-DAL-01,2026-07-16,844
PROD0075,WH-AUS-01,2026-07-23,257
PROD0027,WH-HOU-01,2026-08-08,223
PROD0333,WH-DAL-01,2026-08-09,189
PROD0321,WH-HOU-01,2026-08-01,644
PROD0074,WH-AUS-01,2026-07-23,668
PROD0486,WH-DAL-01,2026-07-03,228
PROD0013,WH-DAL-01,2026-07-09,511
PROD0166,WH-FTW-01,2026-07-06,913
PROD0118,WH-DAL-01,2026-07-04,127
PROD0234,WH-HOU-01,2026-07-20,975
PROD0066,WH-AUS-01,2026-08-06,878
PROD0108,WH-DAL-01,2026-07-05,528
PROD0449,WH-DAL-01,2026-08-11,469
PROD0386,WH-FTW-01,2026-07-14,329
PROD0032,WH-HOU-01,2026-07-03,111
PROD0076,WH-DAL-01,2026-07-19,190
PROD0360,WH-HOU-01,2026-07-27,247
PROD0372,WH-DAL-01,2026-07-30,177
PROD0295,WH-AUS-01,2026-08-04,79
PROD0289,WH-HOU-01,2026-07-02,878
PROD0292,WH-HOU-01,2026-07-02,731
PROD0021,WH-DAL-01,2026-07-15,635
PROD0119,WH-DAL-01,2026-07-08,320
PROD0487,WH-FTW-01,2026-07-30,946
PROD0005,WH-FTW-01,2026-08-07,569
PROD0080,WH-HOU-01,2026-07-23,593
PROD0142,WH-AUS-01,2026-07-31,995
PROD0054,WH-FTW-01,2026-08-02,771
PROD0140,WH-HOU-01,2026-07-04,410
PROD0035,WH-AUS-01,2026-08-08,994
PROD0067,WH-HOU-01,2026-07-10,747
PROD0020,WH-DAL-01,2026-07-01,46
PROD0485,WH-HOU-01,2026-07-26,678
PROD0457,WH-HOU-01,2026-08-08,770
PROD0328,WH-DAL-01,2026-08-14,330
PROD0382,WH-FTW-01,2026-08-02,653
PROD0187,WH-DAL-01,2026-07-28,89
PROD0273,WH-HOU-01,2026-07-30,704
PROD0056,WH-DAL-01,2026-07-09,50
PROD0416,WH-HOU-01,2026-08-04,972
PROD0092,WH-DAL-01,2026-08-11,637
PROD0487,WH-AUS-01,2026-08-03,936
PROD0205,WH-FTW-01,2026-07-06,638
PROD0102,WH-DAL-01,2026-07-19,75
PROD0237,WH-FTW-01,2026-07-30,341
PROD0399,WH-FTW-01,2026-07-19,741
PROD0171,WH-DAL-01,2026-07-11,15
PROD0246,WH-FTW-01,2026-07-18,587
PROD0092,WH-AUS-01,2026-07-17,296
PROD0278,WH-AUS-01,2026-07-10,317
PROD0322,WH-FTW-01,2026-07-16,728
PROD0267,WH-HOU-01,2026-07-07,246
PROD0118,WH-DAL-01,2026-08-01,253
PROD0297,WH-FTW-01,2026-08-09,167
PROD0119,WH-HOU-01,2026-07-09,817
PROD0094,WH-DAL-01,2026-07-19,428
PROD0212,WH-DAL-01,2026-07-25,218
PROD0174,WH-HOU-01,2026-08-03,712
PROD0265,WH-HOU-01,2026-08-10,991
PROD0423,WH-DAL-01,2026-07-01,561
PROD0450,WH-AUS-01,2026-07-03,299
PROD0227,WH-DAL-01,2026-08-01,682
PROD0073,WH-AUS-01,2026-07-16,70
PROD0249,WH-DAL-01,2026-07-22,396
PROD0049,WH-AUS-01,2026-07-05,911
PROD0426,WH-HOU-01,2026-07-07,347
PROD0334,WH-HOU-01,2026-08-03,665
PROD0142,WH-DAL-01,2026-08-10,249
PROD0320,WH-DAL-01,2026-07-15,107
PROD0065,WH-HOU-01,2026-08-04,84
PROD0012,WH-AUS-01,2026-08-01,213
PROD0227,WH-HOU-01,2026-07-25,550
PROD0242,WH-HOU-01,2026-08-09,338
PROD0345,WH-FTW-01,2026-07-21,615
PROD0071,WH-FTW-01,2026-08-10,103
PROD0301,WH-FTW-01,2026-07-15,844
PROD0487,WH-AUS-01,2026-07-30,571
PROD0227,WH-HOU-01,2026-07-14,111
PROD0459,WH-AUS-01,2026-07-30,154
PROD0263,WH-FTW-01,2026-07-23,178
PROD0239,WH-DAL-01,2026-07-04,493
PROD0151,WH-DAL-01,2026-07-27,965
PROD0344,WH-AUS-01,2026-07-24,306
PROD0239,WH-DAL-01,2026-07-30,853
PROD0189,WH-AUS-01,2026-07-14,695
PROD0065,WH-AUS-01,2026-07-08,218
PROD0183,WH-DAL-01,2026-07-04,841
PROD0292,WH-DAL-01,2026-07-30,128
PROD0427,WH-AUS-01,2026-08-01,381
PROD0010,WH-AUS-01,2026-08-10,318
PROD0013,WH-AUS-01,2026-07-12,909
PROD0319,WH-DAL-01,2026-07-14,368
PROD0058,WH-FTW-01,2026-07-05,147
PROD0287,WH-HOU-01,2026-07-27,687
PROD0427,WH-HOU-01,2026-08-05,323
PROD0075,WH-AUS-01,2026-07-11,82
PROD0352,WH-FTW-01,2026-07-09,820
PROD0407,WH-HOU-01,2026-07-17,347
PROD0095,WH-FTW-01,2026-07-07,696
PROD0163,WH-FTW-01,2026-07-27,159
PROD0443,WH-DAL-01,2026-08-09,63
PROD0350,WH-FTW-01,2026-07-08,142
PROD0206,WH-AUS-01,2026-07-27,724
PROD0055,WH-HOU-01,2026-07-26,69
PROD0156,WH-HOU-01,2026-08-06,262
PROD0078,WH-AUS-01,2026-07-03,638
PROD0341,WH-FTW-01,2026-07-22,531
PROD0432,WH-AUS-01,2026-07-18,982
PROD0109,WH-HOU-01,2026-07-09,854
PROD0403,WH-HOU-01,2026-07-29,15
PROD0366,WH-DAL-01,2026-08-02,473
PROD0370,WH-HOU-01,2026-08-14,183
PROD0400,WH-FTW-01,2026-07-07,205
PROD0039,WH-DAL-01,2026-08-02,214
PROD0355,WH-DAL-01,2026-07-05,203
PROD0323,WH-DAL-01,2026-08-06,277
PROD0389,WH-HOU-01,2026-07-10,838
PROD0165,WH-DAL-01,2026-07-08,173
PROD0154,WH-AUS-01,2026-07-01,137
PROD0220,WH-FTW-01,2026-08-09,725
PROD0028,WH-FTW-01,2026-07-17,988
PROD0205,WH-AUS-01,2026-07-14,149
PROD0242,WH-DAL-01,2026-07-30,31
PROD0439,WH-AUS-01,2026-07-21,251
PROD0383,WH-HOU-01,2026-08-06,189
PROD0154,WH-DAL-01,2026-07-21,231
PROD0104,WH-AUS-01,2026-07-09,358
PROD0290,WH-AUS-01,2026-07-20,624
PROD0324,WH-HOU-01,2026-07-12,610
PROD0086,WH-AUS-01,2026-07-30,441
PROD0481,WH-DAL-01,2026-07-02,400
PROD0498,WH-HOU-01,2026-07-04,444
PROD0007,WH-HOU-01,2026-08-01,705
PROD0457,WH-HOU-01,2026-07-03,719
PROD0365,WH-FTW-01,2026-07-31,438
PROD0341,WH-FTW-01,2026-07-29,376
PROD0244,WH-AUS-01,2026-07-14,83
PROD0362,WH-DAL-01,2026-07-24,552
PROD0337,WH-DAL-01,2026-08-01,685
PROD0371,WH-DAL-01,2026-07-13,944
PROD0162,WH-AUS-01,2026-07-18,113
PROD0301,WH-AUS-01,2026-07-22,518
PROD0493,WH-HOU-01,2026-07-11,616
PROD0044,WH-FTW-01,2026-07-31,576
PROD0261,WH-AUS-01,2026-07-24,213
PROD0301,WH-AUS-01,2026-07-05,9
PROD0487,WH-AUS-01,2026-07-08,120
PROD0230,WH-DAL-01,2026-07-13,598
PROD0040,WH-DAL-01,2026-08-13,559
PROD0330,WH-AUS-01,2026-07-14,560
PROD0025,WH-FTW-01,2026-07-10,464
PROD0266,WH-FTW-01,2026-07-23,132
PROD0164,WH-DAL-01,2026-07-13,953
PROD0300,WH-DAL-01,2026-07-03,880
PROD0405,WH-FTW-01,2026-07-10,415
PROD0461,WH-DAL-01,2026-08-08,146
PROD0083,WH-AUS-01,2026-07-26,364
PROD0021,WH-AUS-01,2026-08-03,641
PROD0295,WH-DAL-01,2026-07-28,245
PROD0350,WH-AUS-01,2026-08-11,330
PROD0250,WH-AUS-01,2026-07-21,670
PROD0332,WH-FTW-01,2026-08-14,776
PROD0426,WH-DAL-01,2026-07-11,352
PROD0038,WH-HOU-01,2026-07-20,67
PROD0132,WH-HOU-01,2026-07-24,87
PROD0472,WH-HOU-01,2026-07-22,91
PROD0251,WH-DAL-01,2026-07-09,580
PROD0430,WH-HOU-01,2026-08-05,829
PROD0104,WH-HOU-01,2026-08-14,323
PROD0497,WH-AUS-01,2026-07-28,242
PROD0429,WH-AUS-01,2026-07-22,569
PROD0095,WH-FTW-01,2026-07-31,162
PROD0310,WH-DAL-01,2026-08-06,733
PROD0217,WH-FTW-01,2026-07-20,973
PROD0147,WH-DAL-01,2026-07-21,214
PROD0274,WH-DAL-01,2026-08-04,106
PROD0166,WH-AUS-01,2026-07-09,591
PROD0146,WH-DAL-01,2026-08-06,221
PROD0055,WH-AUS-01,2026-08-06,80
PROD0088,WH-DAL-01,2026-07-10,38
PROD0431,WH-FTW-01,2026-07-25,898
PROD0252,WH-HOU-01,2026-07-10,621
PROD0133,WH-AUS-01,2026-07-01,666
PROD0283,WH-FTW-01,2026-07-12,448
PROD0255,WH-DAL-01,2026-08-11,263
PROD0407,WH-DAL-01,2026-08-03,218
PROD0389,WH-DAL-01,2026-07-21,627
PROD0009,WH-DAL-01,2026-07-31,237
PROD0455,WH-HOU-01,2026-08-01,213
PROD0257,WH-AUS-01,2026-07-15,106
PROD0239,WH-HOU-01,2026-07-20,726
PROD0076,WH-DAL-01,2026-08-03,251
PROD0364,WH-DAL-01,2026-07-07,732
PROD0421,WH-HOU-01,2026-08-09,846
PROD0109,WH-AUS-01,2026-07-28,673
PROD0155,WH-HOU-01,2026-07-03,937
PROD0475,WH-HOU-01,2026-07-10,284
PROD0038,WH-DAL-01,2026-07-22,702
PROD0187,WH-FTW-01,2026-08-14,738
PROD0170,WH-DAL-01,2026-07-20,792
PROD0200,WH-FTW-01,2026-07-18,505
PROD0464,WH-HOU-01,2026-08-01,175
PROD0021,WH-FTW-01,2026-07-04,37
PROD0141,WH-DAL-01,2026-08-02,280
PROD0216,WH-AUS-01,2026-07-02,909
PROD0361,WH-FTW-01,2026-07-16,251
PROD0418,WH-FTW-01,2026-07-08,562
PROD0401,WH-DAL-01,2026-08-06,271
PROD0473,WH-FTW-01,2026-07-07,972
PROD0177,WH-AUS-01,2026-07-17,452
PROD0332,WH-AUS-01,2026-07-26,777
PROD0473,WH-AUS-01,2026-08-12,623
PROD0024,WH-HOU-01,2026-07-14,62
PROD0498,WH-AUS-01,2026-07-08,689
PROD0342,WH-AUS-01,2026-07-19,272
PROD0440,WH-AUS-01,2026-07-28,432
PROD0173,WH-HOU-01,2026-07-13,647
PROD0349,WH-FTW-01,2026-08-06,661
PROD0224,WH-DAL-01,2026-07-03,389
PROD0292,WH-FTW-01,2026-07-09,33
PROD0043,WH-DAL-01,2026-08-09,969
PROD0289,WH-AUS-01,2026-08-11,4
PROD0163,WH-DAL-01,2026-07-14,147
PROD0360,WH-FTW-01,2026-07-11,347
PROD0413,WH-AUS-01,2026-08-05,269
PROD0344,WH-AUS-01,2026-07-14,985
PROD0068,WH-HOU-01,2026-07-22,161
PROD0397,WH-FTW-01,2026-07-26,989
PROD0206,WH-DAL-01,2026-08-09,245
PROD0500,WH-DAL-01,2026-08-01,807
PROD0086,WH-AUS-01,2026-08-12,825
PROD0254,WH-FTW-01,2026-08-05,419
PROD0239,WH-AUS-01,2026-07-27,882
PROD0030,WH-AUS-01,2026-07-12,141
PROD0450,WH-HOU-01,2026-08-05,948
PROD0181,WH-HOU-01,2026-07-21,54
PROD0426,WH-DAL-01,2026-07-03,579
PROD0229,WH-AUS-01,2026-07-31,171
PROD0094,WH-HOU-01,2026-08-13,674
PROD0105,WH-FTW-01,2026-08-12,355
PROD0238,WH-HOU-01,2026-07-19,155
PROD0231,WH-DAL-01,2026-07-18,771
PROD0283,WH-AUS-01,2026-07-14,981
PROD0374,WH-HOU-01,2026-08-05,293
PROD0323,WH-HOU-01,2026-07-27,762
PROD0154,WH-FTW-01,2026-08-06,546
PROD0317,WH-AUS-01,2026-08-11,116
PROD0299,WH-AUS-01,2026-07-04,453
PROD0077,WH-HOU-01,2026-07-01,840
PROD0349,WH-FTW-01,2026-07-20,758
PROD0408,WH-AUS-01,2026-07-04,456
PROD0213,WH-AUS-01,2026-07-01,598
PROD0219,WH-FTW-01,2026-07-25,637
PROD0366,WH-HOU-01,2026-07-19,800
PROD0267,WH-HOU-01,2026-08-12,964
PROD0030,WH-FTW-01,2026-07-23,14
PROD0131,WH-HOU-01,2026-08-02,802
PROD0246,WH-FTW-01,2026-07-17,135
PROD0355,WH-DAL-01,2026-08-02,499
PROD0074,WH-AUS-01,2026-07-11,51
PROD0215,WH-HOU-01,2026-08-07,853
PROD0254,WH-AUS-01,2026-08-08,304
PROD0360,WH-HOU-01,2026-08-13,253
PROD0483,WH-FTW-01,2026-07-07,557
PROD0008,WH-AUS-01,2026-07-21,440
PROD0413,WH-DAL-01,2026-07-30,443
PROD0367,WH-AUS-01,2026-07-25,382
PROD0048,WH-AUS-01,2026-07-08,103
PROD0368,WH-FTW-01,2026-07-30,791
PROD0102,WH-DAL-01,2026-07-08,301
PROD0037,WH-HOU-01,2026-07-20,304
PROD0154,WH-FTW-01,2026-08-04,140
PROD0140,WH-AUS-01,2026-07-03,575
PROD0147,WH-AUS-01,2026-07-17,204
PROD0027,WH-AUS-01,2026-07-25,800
PROD0181,WH-DAL-01,2026-08-14,303
PROD0494,WH-HOU-01,2026-07-04,852
PROD0405,WH-AUS-01,2026-08-01,12
PROD0156,WH-DAL-01,2026-07-12,556
PROD0120,WH-FTW-01,2026-07-04,775
PROD0071,WH-AUS-01,2026-08-11,902
PROD0442,WH-AUS-01,2026-08-14,652
PROD0447,WH-HOU-01,2026-08-14,946
PROD0075,WH-HOU-01,2026-07-15,301
PROD0122,WH-FTW-01,2026-07-27,946
PROD0155,WH-HOU-01,2026-07-06,689
PROD0206,WH-AUS-01,2026-08-02,128
