order_id,customer_id,order_date,status,total_amount,payment_method
ORD003290,CUST00146,2026-04-22,Completed,105.74,Credit Card
ORD003291,CUST04964,2026-06-27,Completed,25.43,Credit Card
ORD003292,CUST04516,2026-08-03,Completed,30.45,PayPal
ORD003293,CUST04669,2026-07-05,Completed,117.89,PayPal
ORD003294,CUST01027,2026-02-21,Completed,88.93,PayPal
ORD003295,CUST03666,2026-01-23,Completed,17.93,Credit Card
ORD003296,CUST01287,2026-01-30,Processing,33.73,Google Pay
ORD003297,CUST02847,2026-03-11,Processing,87.64,Credit Card
ORD003298,CUST00321,2026-03-12,Cancelled,115.58,Debit Card
ORD003299,CUST04096,2026-04-21,Processing,79.76,PayPal
ORD003300,CUST02294,2026-06-07,Completed,13.86,Apple Pay
ORD003301,CUST01613,2026-02-06,Completed,36.44,Credit Card
ORD003302,CUST00477,2026-02-17,Completed,30.42,Apple Pay
ORD003303,CUST03165,2026-06-09,Completed,97.95,Google Pay
ORD003304,CUST01827,2026-03-11,Cancelled,43.53,Credit Card
ORD003305,CUST00783,2026-02-04,Processing,87.7,Google Pay
ORD003306,CUST04629,2026-08-12,Cancelled,68.04,Google Pay
ORD003307,CUST01948,2026-07-23,Completed,26.62,Credit Card
ORD003308,CUST03332,2026-03-09,Completed,111.93,Credit Card
ORD003309,CUST04675,2026-06-09,Processing,136.36,Google Pay
ORD003310,CUST01594,2026-02-28,Shipped,116.01,PayPal
ORD003311,CUST01748,2026-04-28,Processing,70.22,Credit Card
ORD003312,CUST02034,2026-06-12,Completed,56.51,Google Pay
ORD003313,CUST00257,2026-04-22,Shipped,39.34,Debit Card
ORD003314,CUST02992,2026-05-24,Processing,146.37,Apple Pay
ORD003315,CUST01418,2026-04-29,Processing,187.32,Debit Card
ORD003316,CUST04978,2026-04-25,Shipped,38.05,Credit Card
ORD003317,CUST04115,2026-07-26,Shipped,28.16,Credit Card
ORD003318,CUST00110,2026-04-15,Completed,29.08,Credit Card
ORD003319,CUST02553,2026-06-29,Cancelled,30.76,Credit Card
ORD003320,CUST01058,2026-03-07,Shipped,75.98,Debit Card
ORD003321,CUST04351,2026-01-06,Completed,24.0,PayPal
ORD003322,CUST04734,2026-01-14,Shipped,40.77,Google Pay
ORD003323,CUST02043,2026-06-06,Completed,41.58,Google Pay
ORD003324,CUST02182,2026-04-16,Shipped,68.14,Google Pay
ORD003325,CUST04493,2026-06-03,Processing,52.27,Apple Pay
ORD003326,CUST03559,2026-01-18,Completed,82.55,Credit Card
ORD003327,CUST01622,2026-01-04,Shipped,55.65,Debit Card
ORD003328,CUST03659,2026-02-26,Completed,69.43,Debit Card
ORD003329,CUST02695,2026-04-29,Cancelled,233.39,Debit Card
ORD003330,CUST03885,2026-02-22,Completed,66.39,PayPal
ORD003331,CUST04781,2026-04-12,Completed,72.82,Credit Card
ORD003332,CUST03285,2026-01-25,Processing,328.76,Google Pay
ORD003333,CUST02167,2026-06-24,Completed,54.32,Google Pay
ORD003334,CUST03887,2026-06-29,Shipped,168.65,Credit Card
ORD003335,CUST04398,2026-08-09,Cancelled,142.67,Google Pay
ORD003336,CUST04323,2026-06-11,Cancelled,31.29,Google Pay
ORD003337,CUST04452,2026-05-24,Cancelled,66.94,Credit Card
ORD003338,CUST04797,2026-04-04,Completed,94.44,Debit Card
ORD003339,CUST03393,2026-08-03,Completed,116.61,Apple Pay
ORD003340,CUST02271,2026-05-07,Shipped,34.73,Credit Card
ORD003341,CUST03712,2026-05-04,Cancelled,34.66,Google Pay
ORD003342,CUST01587,2026-02-05,Cancelled,112.5,Google Pay
ORD003343,CUST01215,2026-06-05,Cancelled,29.73,Apple Pay
ORD003344,CUST01646,2026-07-12,Cancelled,48.07,Apple Pay
ORD003345,CUST01351,2026-03-13,Shipped,22.24,Apple Pay
ORD003346,CUST03199,2026-02-22,Completed,33.73,Credit Card
ORD003347,CUST00365,2026-06-19,Cancelled,50.86,Debit Card
ORD003348,CUST03940,2026-03-20,Cancelled,54.7,Apple Pay
ORD003349,CUST04615,2026-04-08,Completed,66.68,PayPal
ORD003350,CUST03200,2026-05-27,Completed,55.03,Debit Card
ORD003351,CUST01627,2026-02-13,Completed,113.92,Apple Pay
ORD003352,CUST03202,2026-01-30,Shipped,144.3,Google Pay
ORD003353,CUST01646,2026-03-15,Processing,37.02,Credit Card
ORD003354,CUST00982,2026-06-21,Completed,18.69,Google Pay
ORD003355,CUST02396,2026-04-27,Processing,80.9,Google Pay
ORD003356,CUST02037,2026-06-04,Cancelled,123.35,Credit Card
ORD003357,CUST03553,2026-03-25,Processing,35.05,Debit Card
ORD003358,CUST00922,2026-08-05,Shipped,48.69,Google Pay
ORD003359,CUST03747,2026-03-14,Processing,118.96,Debit Card
ORD003360,CUST03659,2026-02-03,Completed,131.11,Credit Card
ORD003361,CUST03783,2026-05-07,Completed,83.82,Apple Pay
ORD003362,CUST03996,2026-03-26,Shipped,61.95,Google Pay
ORD003363,CUST04457,2026-06-01,Completed,42.97,Google Pay
ORD003364,CUST04278,2026-02-25,Shipped,70.5,Credit Card
ORD003365,CUST01475,2026-01-07,Completed,64.11,Credit Card
ORD003366,CUST04659,2026-07-15,Shipped,96.02,Apple Pay
ORD003367,CUST04410,2026-02-20,Completed,80.04,Credit Card
ORD003368,CUST02069,2026-05-16,Completed,22.93,PayPal
ORD003369,CUST03768,2026-07-03,Cancelled,54.61,PayPal
ORD003370,CUST02853,2026-07-24,Cancelled,150.56,Credit Card
ORD003371,CUST00403,2026-02-27,Processing,11.25,Apple Pay
ORD003372,CUST01148,2026-03-26,Shipped,23.52,PayPal
ORD003373,CUST00613,2026-03-10,Completed,29.88,Google Pay
ORD003374,CUST01877,2026-01-08,Completed,95.98,Apple Pay
ORD003375,CUST01614,2026-07-13,Completed,42.55,Credit Card
ORD003376,CUST03018,2026-06-01,Completed,65.48,PayPal
ORD003377,CUST04789,2026-06-19,Completed,85.28,Apple Pay
ORD003378,CUST01735,2026-02-23,Processing,84.9,Google Pay
ORD003379,CUST03549,2026-05-24,Cancelled,37.97,Credit Card
ORD003380,CUST02920,2026-05-12,Processing,48.38,Debit Card
ORD003381,CUST04936,2026-02-28,Shipped,52.49,PayPal
ORD003382,CUST02151,2026-04-04,Cancelled,192.25,Google Pay
ORD003383,CUST02381,2026-02-15,Cancelled,51.99,Apple Pay
ORD003384,CUST01811,2026-04-04,Completed,92.93,PayPal
ORD003385,CUST03202,2026-04-09,Shipped,99.59,PayPal
ORD003386,CUST00753,2026-01-13,Completed,129.91,Credit Card
ORD003387,CUST02473,2026-02-06,Completed,111.89,Google Pay
ORD003388,CUST01342,2026-07-01,Cancelled,62.77,PayPal
ORD003389,CUST00505,2026-06-26,Shipped,85.27,PayPal
ORD003390,CUST03483,2026-03-16,Completed,345.07,Google Pay
ORD003391,CUST01970,2026-02-27,Cancelled,35.99,Apple Pay
ORD003392,CUST04050,2026-01-19,Processing,42.38,Credit Card
ORD003393,CUST04148,2026-05-26,Completed,26.98,PayPal
ORD003394,CUST03638,2026-07-07,Completed,68.77,Google Pay
ORD003395,CUST02423,2026-05-25,Completed,43.63,Debit Card
ORD003396,CUST04485,2026-05-19,Completed,28.73,Apple Pay
ORD003397,CUST00674,2026-05-23,Processing,60.66,Credit Card
ORD003398,CUST00593,2026-07-19,Processing,23.17,Debit Card
ORD003399,CUST02780,2026-04-18,Shipped,145.52,Apple Pay
ORD003400,CUST03669,2026-08-09,Cancelled,125.01,PayPal
ORD003401,CUST02553,2026-05-25,Completed,207.68,Credit Card
ORD003402,CUST04179,2026-03-31,Completed,387.04,Apple Pay
ORD003403,CUST03139,2026-04-30,Shipped,19.3,Apple Pay
ORD003404,CUST04510,2026-01-05,Processing,53.91,Apple Pay
ORD003405,CUST02501,2026-07-08,Completed,149.11,Apple Pay
ORD003406,CUST02794,2026-05-12,Processing,146.74,Debit Card
ORD003407,CUST04294,2026-02-25,Processing,110.16,Credit Card
ORD003408,CUST01713,2026-08-04,Completed,29.0,PayPal
ORD003409,CUST02346,2026-07-22,Completed,73.42,Credit Card
ORD003410,CUST00300,2026-08-10,Completed,126.67,Debit Card
ORD003411,CUST04225,2026-04-14,Completed,47.41,Credit Card
ORD003412,CUST01907,2026-02-17,Cancelled,35.37,Debit Card
ORD003413,CUST02486,2026-02-17,Processing,49.76,Debit Card
ORD003414,CUST00207,2026-06-12,Processing,40.59,Debit Card
ORD003415,CUST00294,2026-04-19,Completed,73.01,Debit Card
ORD003416,CUST01874,2026-06-10,Cancelled,22.09,Apple Pay
ORD003417,CUST03759,2026-04-10,Completed,190.4,Credit Card
ORD003418,CUST02089,2026-01-21,Processing,40.67,Google Pay
ORD003419,CUST01773,2026-04-12,Cancelled,29.68,Debit Card
ORD003420,CUST02864,2026-01-05,Completed,45.54,Debit Card
ORD003421,CUST04722,2026-07-11,Completed,72.89,Credit Card
ORD003422,CUST04374,2026-07-16,Processing,20.3,Apple Pay
ORD003423,CUST03427,2026-05-29,Shipped,40.4,PayPal
ORD003424,CUST00529,2026-03-30,Shipped,57.74,Debit Card
ORD003425,CUST02134,2026-03-15,Processing,37.65,Apple Pay
ORD003426,CUST01925,2026-05-02,Completed,30.78,Apple Pay
ORD003427,CUST04789,2026-07-30,Processing,117.12,Google Pay
ORD003428,CUST01361,2026-06-09,Processing,115.43,Debit Card
ORD003429,CUST00863,2026-05-26,Processing,114.18,Apple Pay
ORD003430,CUST03217,2026-02-27,Completed,89.7,Google Pay
ORD003431,CUST02363,2026-04-08,Processing,26.25,Apple Pay
ORD003432,CUST04321,2026-03-20,Processing,59.36,Google Pay
ORD003433,CUST03495,2026-06-01,Completed,155.77,Google Pay
ORD003434,CUST01968,2026-01-05,Processing,25.84,Google Pay
ORD003435,CUST00068,2026-05-07,Shipped,30.27,Apple Pay
ORD003436,CUST01643,2026-06-30,Shipped,72.88,PayPal
ORD003437,CUST01021,2026-04-06,Cancelled,102.75,Credit Card
ORD003438,CUST03144,2026-07-20,Processing,97.2,Google Pay
ORD003439,CUST01471,2026-07-02,Completed,75.57,Debit Card
ORD003440,CUST01383,2026-05-13,Processing,29.9,Credit Card
ORD003441,CUST02931,2026-07-16,Processing,85.05,PayPal
ORD003442,CUST01337,2026-05-02,Cancelled,39.11,Credit Card
ORD003443,CUST03167,2026-06-18,Completed,76.6,Credit Card
ORD003444,CUST01243,2026-04-08,Cancelled,55.4,PayPal
ORD003445,CUST01706,2026-05-15,Completed,48.41,Debit Card
ORD003446,CUST03200,2026-03-31,Completed,308.34,Google Pay
ORD003447,CUST02595,2026-05-09,Completed,26.33,Apple Pay
ORD003448,CUST03938,2026-02-21,Completed,36.01,Debit Card
ORD003449,CUST01680,2026-04-08,Completed,127.49,Debit Card
ORD003450,CUST01316,2026-01-26,Processing,204.26,Google Pay
ORD003451,CUST04827,2026-05-01,Shipped,96.4,Debit Card
ORD003452,CUST00568,2026-08-12,Completed,51.45,Debit Card
ORD003453,CUST02705,2026-07-10,Completed,34.7,Credit Card
ORD003454,CUST02452,2026-01-12,Processing,110.36,Credit Card
ORD003455,CUST01749,2026-03-11,Cancelled,60.01,PayPal
ORD003456,CUST04692,2026-03-25,Completed,41.87,PayPal
ORD003457,CUST00648,2026-01-19,Completed,127.62,PayPal
ORD003458,CUST02194,2026-07-27,Cancelled,54.32,Apple Pay
ORD003459,CUST02809,2026-05-12,Completed,24.07,Google Pay
ORD003460,CUST00125,2026-04-06,Completed,65.59,Apple Pay
ORD003461,CUST01538,2026-07-29,Completed,47.36,Apple Pay
ORD003462,CUST04576,2026-01-05,Completed,30.03,PayPal
ORD003463,CUST04808,2026-05-01,Shipped,74.8,Google Pay
ORD003464,CUST01971,2026-05-08,Processing,82.81,Apple Pay
ORD003465,CUST02763,2026-02-23,Completed,10.34,Credit Card
ORD003466,CUST01818,2026-07-17,Cancelled,129.53,Apple Pay
ORD003467,CUST00815,2026-07-04,Processing,121.92,Credit Card
ORD003468,CUST03102,2026-07-25,Completed,55.66,Apple Pay
ORD003469,CUST04152,2026-06-29,Processing,34.7,Google Pay
ORD003470,CUST01655,2026-01-18,Completed,88.13,Credit Card
ORD003471,CUST00132,2026-03-05,Cancelled,60.45,Credit Card
ORD003472,CUST00231,2026-05-18,Completed,41.58,PayPal
ORD003473,CUST00395,2026-01-23,Completed,42.22,Credit Card
ORD003474,CUST03574,2026-04-30,Completed,68.32,Apple Pay
ORD003475,CUST00982,2026-04-25,Completed,152.84,Apple Pay
ORD003476,CUST00933,2026-03-23,Cancelled,24.03,PayPal
ORD003477,CUST01410,2026-07-15,Cancelled,74.99,Debit Card
ORD003478,CUST02956,2026-06-29,Processing,32.42,Credit Card
ORD003479,CUST04629,2026-04-06,Shipped,75.39,Credit Card
ORD003480,CUST04651,2026-06-24,Shipped,90.31,Credit Card
ORD003481,CUST02742,2026-07-17,Shipped,25.43,Apple Pay
ORD003482,CUST02939,2026-01-26,Completed,90.07,Google Pay
ORD003483,CUST03421,2026-07-17,Shipped,72.31,Google Pay
ORD003484,CUST02505,2026-04-09,Cancelled,150.33,Google Pay
ORD003485,CUST03034,2026-06-20,Cancelled,61.28,PayPal
ORD003486,CUST03980,2026-07-16,Processing,73.7,PayPal
ORD003487,CUST03824,2026-07-10,Completed,81.39,Apple Pay
ORD003488,CUST04481,2026-07-25,Completed,162.91,Google Pay
ORD003489,CUST00712,2026-03-07,Shipped,16.91,Debit Card
ORD003490,CUST02977,2026-04-14,Shipped,20.31,Credit Card
ORD003491,CUST01472,2026-07-10,Shipped,56.16,Google Pay
ORD003492,CUST03700,2026-05-21,Completed,77.81,Debit Card
ORD003493,CUST03187,2026-06-28,Processing,18.93,Credit Card
ORD003494,CUST04750,2026-01-05,Shipped,57.74,Credit Card
ORD003495,CUST01143,2026-06-24,Completed,35.6,PayPal
ORD003496,CUST03982,2026-06-13,Completed,24.4,Debit Card
ORD003497,CUST02569,2026-06-13,Completed,53.44,Google Pay
ORD003498,CUST01609,2026-06-27,Processing,99.32,Google Pay
ORD003499,CUST04634,2026-07-03,Cancelled,220.33,Apple Pay
ORD003500,CUST03823,2026-01-19,Completed,265.11,Debit Card
ORD003501,CUST01898,2026-01-20,Completed,144.22,Credit Card
ORD003502,CUST02193,2026-05-30,Cancelled,75.67,PayPal
ORD003503,CUST04073,2026-01-31,Completed,55.94,Apple Pay
ORD003504,CUST01092,2026-04-15,Completed,66.98,PayPal
ORD003505,CUST00700,2026-07-09,Completed,66.93,Credit Card
ORD003506,CUST04093,2026-02-13,Cancelled,132.07,Credit Card
ORD003507,CUST01902,2026-07-15,Cancelled,184.9,PayPal
ORD003508,CUST02179,2026-07-14,Processing,26.7,Apple Pay
ORD003509,CUST00733,2026-04-11,Shipped,49.01,Credit Card
ORD003510,CUST00513,2026-03-30,Cancelled,117.95,Google Pay
ORD003511,CUST02688,2026-02-18,Completed,55.21,Google Pay
ORD003512,CUST04097,2026-02-28,Processing,45.2,Google Pay
ORD003513,CUST03757,2026-05-12,Completed,135.83,Apple Pay
ORD003514,CUST00432,2026-04-27,Shipped,42.27,Apple Pay
ORD003515,CUST04495,2026-06-16,Completed,95.62,Debit Card
ORD003516,CUST00808,2026-05-15,Completed,48.31,Debit Card
ORD003517,CUST01280,2026-07-18,Processing,284.79,Google Pay
ORD003518,CUST02222,2026-06-26,Completed,144.91,PayPal
ORD003519,CUST00855,2026-03-30,Completed,47.89,PayPal
ORD003520,CUST03213,2026-01-15,Completed,73.28,Google Pay
ORD003521,CUST02587,2026-01-07,Processing,90.99,Debit Card
ORD003522,CUST04841,2026-06-24,Completed,45.01,Apple Pay
ORD003523,CUST02769,2026-04-26,Cancelled,48.39,PayPal
ORD003524,CUST04339,2026-07-15,Completed,108.56,Apple Pay
ORD003525,CUST03341,2026-04-08,Cancelled,60.11,Google Pay
ORD003526,CUST03229,2026-04-28,Cancelled,22.56,Apple Pay
ORD003527,CUST01620,2026-06-22,Completed,89.58,PayPal
ORD003528,CUST00276,2026-04-18,Shipped,118.51,Debit Card
ORD003529,CUST04104,2026-04-16,Shipped,48.0,PayPal
ORD003530,CUST03864,2026-05-27,Processing,35.12,Credit Card
ORD003531,CUST00715,2026-02-16,Completed,152.92,Apple Pay
ORD003532,CUST02081,2026-02-22,Shipped,67.22,Apple Pay
ORD003533,CUST00810,2026-06-04,Completed,57.06,Apple Pay
ORD003534,CUST03727,2026-05-13,Completed,56.97,Google Pay
ORD003535,CUST03979,2026-03-01,Shipped,167.11,Google Pay
ORD003536,CUST00862,2026-03-18,Cancelled,72.49,PayPal
ORD003537,CUST00037,2026-03-03,Cancelled,82.27,Debit Card
ORD003538,CUST03812,2026-02-28,Shipped,54.09,Credit Card
ORD003539,CUST02082,2026-07-08,Processing,60.98,Debit Card
ORD003540,CUST00455,2026-02-25,Cancelled,48.34,Debit Card
ORD003541,CUST04540,2026-03-19,Processing,85.0,Credit Card
ORD003542,CUST03309,2026-08-10,Completed,27.73,Google Pay
ORD003543,CUST04308,2026-02-16,Completed,71.07,Apple Pay
ORD003544,CUST03212,2026-06-25,Completed,46.7,Google Pay
ORD003545,CUST02656,2026-05-18,Completed,42.12,Apple Pay
ORD003546,CUST00982,2026-06-09,Processing,82.46,Apple Pay
ORD003547,CUST04392,2026-07-12,Cancelled,60.37,Google Pay
ORD003548,CUST00152,2026-01-24,Completed,30.11,Debit Card
ORD003549,CUST03295,2026-01-29,Processing,32.48,Apple Pay
ORD003550,CUST00600,2026-05-15,Completed,69.45,Google Pay
ORD003551,CUST01323,2026-04-05,Completed,34.89,Debit Card
ORD003552,CUST01512,2026-05-25,Processing,18.92,Credit Card
ORD003553,CUST02259,2026-04-04,Completed,107.41,Apple Pay
ORD003554,CUST00232,2026-01-25,Completed,25.37,Debit Card
ORD003555,CUST02743,2026-08-08,Shipped,47.02,Apple Pay
ORD003556,CUST04463,2026-02-05,Shipped,31.77,Debit Card
ORD003557,CUST04577,2026-07-08,Completed,31.19,Credit Card
ORD003558,CUST00572,2026-03-12,Shipped,76.56,Apple Pay
ORD003559,CUST01203,2026-06-12,Completed,38.13,Google Pay
ORD003560,CUST01508,2026-04-30,Completed,51.61,Debit Card
ORD003561,CUST01613,2026-07-31,Completed,16.98,Credit Card
ORD003562,CUST03567,2026-07-25,Completed,205.37,Apple Pay
ORD003563,CUST04041,2026-02-19,Completed,77.53,Credit Card
ORD003564,CUST01571,2026-07-03,Completed,160.36,Credit Card
ORD003565,CUST01040,2026-08-10,Completed,147.57,Apple Pay
ORD003566,CUST01426,2026-05-08,Cancelled,138.56,Apple Pay
ORD003567,CUST04082,2026-07-12,Processing,50.74,Debit Card
ORD003568,CUST00171,2026-02-10,Completed,62.31,Google Pay
ORD003569,CUST00189,2026-01-25,Completed,30.04,Credit Card
ORD003570,CUST04882,2026-06-11,Processing,64.17,Apple Pay
ORD003571,CUST04679,2026-05-16,Completed,25.25,Credit Card
ORD003572,CUST00600,2026-02-25,Completed,162.2,Debit Card
ORD003573,CUST04942,2026-03-25,Completed,113.04,Debit Card
ORD003574,CUST04018,2026-06-07,Shipped,93.32,Debit Card
ORD003575,CUST03333,2026-03-09,Completed,40.73,Google Pay
ORD003576,CUST03577,2026-01-21,Shipped,136.68,PayPal
ORD003577,CUST02390,2026-04-01,Shipped,19.95,PayPal
ORD003578,CUST00954,2026-01-10,Cancelled,56.04,PayPal
ORD003579,CUST01626,2026-03-28,Completed,67.17,Google Pay
ORD003580,CUST01871,2026-02-02,Shipped,188.74,Google Pay
ORD003581,CUST04262,2026-07-22,Cancelled,24.36,Credit Card
ORD003582,CUST02025,2026-04-15,Completed,155.88,Credit Card
ORD003583,CUST04330,2026-03-24,Shipped,135.68,Debit Card
ORD003584,CUST00641,2026-07-22,Completed,140.9,Google Pay
ORD003585,CUST01828,2026-01-04,Completed,40.39,PayPal
ORD003586,CUST04703,2026-01-23,Cancelled,82.66,PayPal
ORD003587,CUST00540,2026-07-16,Completed,113.51,Credit Card
ORD003588,CUST02366,2026-02-22,Completed,74.14,Debit Card
ORD003589,CUST04439,2026-04-23,Completed,77.46,Debit Card
ORD003590,CUST03502,2026-05-13,Completed,84.8,Apple Pay
ORD003591,CUST03948,2026-01-18,Completed,38.62,Google Pay
ORD003592,CUST03027,2026-01-17,Completed,38.2,PayPal
ORD003593,CUST04733,2026-07-05,Cancelled,103.9,PayPal
ORD003594,CUST03538,2026-07-14,Completed,39.59,Credit Card
ORD003595,CUST04175,2026-04-17,Cancelled,76.11,Credit Card
ORD003596,CUST02497,2026-04-23,Cancelled,24.6,Google Pay
ORD003597,CUST04287,2026-05-02,Processing,51.96,Credit Card
ORD003598,CUST04740,2026-07-19,Processing,173.2,Credit Card
ORD003599,CUST02090,2026-07-03,Completed,70.25,PayPal
ORD003600,CUST03322,2026-06-17,Cancelled,139.01,Google Pay
ORD003601,CUST03582,2026-03-28,Completed,195.92,PayPal
ORD003602,CUST02550,2026-08-03,Shipped,113.72,PayPal
ORD003603,CUST01217,2026-01-02,Shipped,82.02,Credit Card
ORD003604,CUST04886,2026-05-01,Processing,56.19,PayPal
ORD003605,CUST03979,2026-04-13,Completed,51.98,Google Pay
ORD003606,CUST00742,2026-05-29,Completed,48.2,Credit Card
ORD003607,CUST04186,2026-06-29,Shipped,130.44,Google Pay
ORD003608,CUST01715,2026-06-01,Cancelled,70.3,Debit Card
ORD003609,CUST04045,2026-02-22,Cancelled,110.0,Google Pay
ORD003610,CUST00648,2026-06-15,Shipped,191.36,Google Pay
ORD003611,CUST02798,2026-05-28,Completed,233.52,Apple Pay
ORD003612,CUST00819,2026-02-19,Shipped,98.48,Google Pay
ORD003613,CUST00243,2026-06-16,Processing,98.17,PayPal
ORD003614,CUST04315,2026-03-01,Completed,52.46,PayPal
ORD003615,CUST04105,2026-04-24,Completed,116.65,Credit Card
ORD003616,CUST04526,2026-08-07,Cancelled,33.34,Debit Card
ORD003617,CUST03878,2026-04-18,Shipped,64.72,Credit Card
ORD003618,CUST00013,2026-02-08,Completed,29.62,Google Pay
ORD003619,CUST03018,2026-03-12,Processing,24.44,Google Pay
ORD003620,CUST00690,2026-05-08,Cancelled,75.61,PayPal
ORD003621,CUST03139,2026-02-02,Shipped,30.44,Google Pay
ORD003622,CUST03741,2026-06-06,Processing,41.46,Google Pay
ORD003623,CUST00677,2026-03-15,Completed,81.88,PayPal
ORD003624,CUST03575,2026-01-10,Cancelled,117.94,Debit Card
ORD003625,CUST04304,2026-07-23,Processing,240.14,Google Pay
ORD003626,CUST01324,2026-07-14,Cancelled,16.09,Apple Pay
ORD003627,CUST02866,2026-05-11,Processing,33.05,Debit Card
ORD003628,CUST01003,2026-07-24,Processing,16.16,Debit Card
ORD003629,CUST02503,2026-04-19,Cancelled,24.84,PayPal
ORD003630,CUST01766,2026-06-08,Completed,87.12,Credit Card
ORD003631,CUST01554,2026-01-27,Completed,59.12,Google Pay
ORD003632,CUST02292,2026-07-17,Cancelled,19.66,Google Pay
ORD003633,CUST01986,2026-01-27,Completed,76.11,Credit Card
ORD003634,CUST04867,2026-04-21,Completed,178.17,Google Pay
ORD003635,CUST00238,2026-01-09,Shipped,28.89,Apple Pay
ORD003636,CUST03318,2026-01-06,Cancelled,81.06,Credit Card
ORD003637,CUST02393,2026-05-14,Completed,184.68,PayPal
ORD003638,CUST03556,2026-01-26,Cancelled,32.53,Credit Card
ORD003639,CUST01585,2026-02-12,Cancelled,56.92,Debit Card
ORD003640,CUST01308,2026-01-19,Cancelled,21.55,PayPal
ORD003641,CUST02086,2026-01-16,Processing,155.63,Debit Card
ORD003642,CUST01820,2026-04-15,Completed,80.82,PayPal
ORD003643,CUST00032,2026-01-23,Completed,39.41,Credit Card
ORD003644,CUST00292,2026-07-22,Completed,52.98,Debit Card
ORD003645,CUST03687,2026-07-27,Cancelled,116.26,PayPal
ORD003646,CUST04388,2026-06-06,Completed,19.7,Google Pay
ORD003647,CUST01643,2026-06-15,Cancelled,34.02,Debit Card
ORD003648,CUST00578,2026-02-28,Processing,70.42,Apple Pay
ORD003649,CUST03910,2026-02-17,Processing,112.68,PayPal
ORD003650,CUST01224,2026-05-28,Cancelled,83.04,Google Pay
ORD003651,CUST04077,2026-01-21,Completed,21.92,Google Pay
ORD003652,CUST02653,2026-06-05,Processing,121.39,Credit Card
ORD003653,CUST00447,2026-06-27,Shipped,137.86,Credit Card
ORD003654,CUST03420,2026-02-02,Completed,121.94,Debit Card
ORD003655,CUST04374,2026-04-24,Completed,61.2,Debit Card
ORD003656,CUST03042,2026-02-09,Processing,40.51,Apple Pay
ORD003657,CUST02580,2026-08-06,Completed,165.84,Google Pay
ORD003658,CUST01423,2026-07-01,Cancelled,43.49,PayPal
ORD003659,CUST02610,2026-01-10,Shipped,66.33,Apple Pay
ORD003660,CUST03082,2026-06-11,Shipped,115.36,Apple Pay
ORD003661,CUST00059,2026-03-14,Cancelled,146.73,Apple Pay
ORD003662,CUST03160,2026-02-05,Shipped,36.44,PayPal
ORD003663,CUST00459,2026-03-16,Completed,150.14,Apple Pay
ORD003664,CUST00104,2026-07-21,Processing,41.27,Credit Card
ORD003665,CUST04927,2026-05-15,Shipped,105.8,Credit Card
ORD003666,CUST00789,2026-04-25,Processing,95.89,Credit Card
ORD003667,CUST00742,2026-01-16,Completed,63.37,Apple Pay
ORD003668,CUST03407,2026-06-28,Completed,23.19,Apple Pay
ORD003669,CUST01573,2026-08-06,Cancelled,29.79,Google Pay
ORD003670,CUST02702,2026-08-12,Completed,120.96,Debit Card
ORD003671,CUST04651,2026-07-08,Completed,83.35,Google Pay
ORD003672,CUST04724,2026-06-08,Completed,89.21,Credit Card
ORD003673,CUST03413,2026-06-09,Processing,49.64,Debit Card
ORD003674,CUST02977,2026-02-14,Completed,46.39,Google Pay
ORD003675,CUST02135,2026-07-23,Completed,83.87,PayPal
ORD003676,CUST00428,2026-01-27,Processing,48.02,PayPal
ORD003677,CUST01945,2026-01-22,Completed,83.12,PayPal
ORD003678,CUST01272,2026-05-23,Shipped,26.53,Credit Card
ORD003679,CUST04980,2026-01-08,Completed,64.13,Debit Card
ORD003680,CUST04582,2026-07-15,Completed,36.43,Credit Card
ORD003681,CUST04700,2026-04-26,Completed,70.85,PayPal
ORD003682,CUST00412,2026-05-16,Completed,28.13,Apple Pay
ORD003683,CUST01932,2026-03-28,Completed,149.88,Credit Card
ORD003684,CUST02496,2026-04-27,Cancelled,19.33,Debit Card
ORD003685,CUST00247,2026-01-16,Completed,126.13,Credit Card
ORD003686,CUST02818,2026-06-25,Cancelled,48.44,Debit Card
ORD003687,CUST02172,2026-06-11,Completed,93.32,Apple Pay
ORD003688,CUST03332,2026-08-02,Completed,83.52,Google Pay
ORD003689,CUST02925,2026-04-23,Shipped,41.92,Debit Card
ORD003690,CUST02061,2026-08-03,Completed,45.23,Debit Card
ORD003691,CUST03335,2026-02-26,Shipped,125.78,PayPal
ORD003692,CUST04896,2026-05-13,Cancelled,67.56,PayPal
ORD003693,CUST00945,2026-02-13,Completed,49.85,Apple Pay
ORD003694,CUST02248,2026-03-12,Processing,45.63,Credit Card
ORD003695,CUST01263,2026-02-06,Completed,51.25,Google Pay
ORD003696,CUST00176,2026-08-06,Completed,192.37,Google Pay
ORD003697,CUST01053,2026-05-04,Completed,172.97,Apple Pay
ORD003698,CUST02725,2026-01-28,Shipped,197.84,Google Pay
ORD003699,CUST02583,2026-03-09,Completed,191.6,Credit Card
ORD003700,CUST01318,2026-04-23,Cancelled,36.88,PayPal
ORD003701,CUST04573,2026-08-12,Cancelled,63.4,Apple Pay
ORD003702,CUST03368,2026-06-15,Cancelled,39.72,Google Pay
ORD003703,CUST01675,2026-02-15,Shipped,112.9,Apple Pay
ORD003704,CUST00334,2026-07-20,Completed,54.02,Apple Pay
ORD003705,CUST01265,2026-04-10,Completed,44.83,Debit Card
